row_id,itemid,label,abbreviation,linksto
464,224087,therapeutic bed,therapeutic bed,chartevents
465,227636,knee location - cpm,knee location - cpm,chartevents
466,229321,activity / mobility (jh-hlm),activity / mobility (jh-hlm),chartevents
467,229686,warming device,warming device,chartevents
468,224085,assistance device,assistance device,chartevents
469,224109,cervical collar type,cervical collar type,chartevents
470,224106,cooling device,cooling device,chartevents
471,224452,traction/immobile location #2,traction/immobile location #2,chartevents
472,227774,traction/immobile #4,traction/immobile #4,chartevents
473,228393,bath,bath,chartevents
474,228868,assistance,assistance,chartevents
475,224091,continuous pressure machine status,cpm status,chartevents
476,228345,ocat - swallow,ocat - swallow,chartevents
477,224455,pt splint location #4,pt splint location #4,chartevents
478,228306,assistance device,assistance device,chartevents
479,229637,treatments (am-pac),treatments (am-pac),chartevents
480,228102,enema administration,enema administration,chartevents
481,224450,traction/immobile #3,traction/immobile #3,chartevents
482,228318,shivering assessment,shivering assessment,chartevents
483,228343,ocat - lips tongue gums palate,ocat - ltgp,chartevents
484,229858,therapeutic bed,therapeutic bed,chartevents
485,224112,traction/immobile #1,traction/immobile #1,chartevents
486,225052,cooling device status,cooling device status,chartevents
487,227626,seizure pads,seizure pads,chartevents
488,227773,traction/immobile #3,traction/immobile #3,chartevents
489,224086,activity tolerance,activity tolerance,chartevents
490,224089,anti embolic device,anti embolic device,chartevents
491,224082,turn,turn,chartevents
492,224084,activity,activity,chartevents
493,229635,applied cognitive (am-pac),applied cognitive (am-pac),chartevents
494,224110,cervical collar status,cervical collar status,chartevents
495,224449,traction/immobile #2,traction/immobile #2,chartevents
496,225048,knee location - immobilizer,knee location - immobilizer,chartevents
497,224101,chest pt r/l,chest pt r/l,chartevents
498,226168,oral care,oral care,chartevents
499,229601,arm immobilizer,arm immobilizer,chartevents
500,229836,low speed limit (vad),low speed limit (vad),chartevents
501,229833,zzwaveform variability (vad),zzwaveform variability (vad),chartevents
502,229830,system controller in primary mode (vad),system controller in primary mode (vad),chartevents
503,229821,device (vad),device (vad),chartevents
504,229831,system power module and self test (vad),system power module and self test (vad),chartevents
505,229819,backup controller (vad),backup controller (vad),chartevents
506,229822,driveline lock engaged (vad),driveline lock engaged (vad),chartevents
507,223836,airway type,airway type,chartevents
508,223867,additional settings,additional settings,chartevents
509,224833,sbt deferred,sbt deferred,chartevents
510,225278,ett route,ett route,chartevents
511,224173,mdi #2 drug,mdi #2 drug,chartevents
512,224391,ett mark (location),ett mark (location),chartevents
513,224829,trach tube type,trach tube type,chartevents
514,223871,physio,physio,chartevents
515,224713,circuit changed,circuit changed,chartevents
516,226732,o2 delivery device(s),o2 delivery device(s),chartevents
517,227568,airway size (mm),airway size (mm),chartevents
518,224831,trach tube size (i.d.),trach tube size (i.d.),chartevents
519,227517,humidification,humidification,chartevents
520,224718,rr > 35 for > 5 min,rr > 35 for > 5 min,chartevents
521,224721,hr > 140,hr > 140,chartevents
522,227578,bipap mask,bipap mask,chartevents
523,224865,flow sensitivity,flow sensitivity,chartevents
524,227567,airway location,airway location,chartevents
525,224176,mdi #3 drug,mdi #3 drug,chartevents
526,223849,ventilator mode,ventilator mode,chartevents
527,224720,arrythmia,arrythmia,chartevents
528,229245,humidifier water % fill level,humidifier water % fill level,chartevents
529,224712,recruitment mode,recruitment mode,chartevents
530,224832,ett type,ett type,chartevents
531,223837,ett size (id),ett size (id),chartevents
532,226814,known difficult intubation,known difficult intubation,chartevents
533,223847,passey muir valve in use,passey muir valve in use,chartevents
534,227131,cont. neb med dose,cont. neb med dose,chartevents
535,223870,wean,wean,chartevents
536,224715,sbt started,sbt started,chartevents
537,227570,small volume neb drug/dose #1,sv neb drug/dose #1,chartevents
538,226815,airway problems,airway problems,chartevents
539,229314,ventilator mode (hamilton),ventilator mode (hamilton),chartevents
540,227808,heliox,heliox,chartevents
541,224680,cuff volume/units,units,chartevents
542,227134,atc tube #,atc tube #,chartevents
543,224170,mdi #1 drug,mdi #1 drug,chartevents
544,224372,sputum source,sputum source,chartevents
545,224375,cont neb - med,cont neb - med,chartevents
546,224369,sputum consistency,sputum consistency,chartevents
547,224392,ett position change,ett position change,chartevents
548,223838,ett location,ett location,chartevents
549,224719,sao2 < 90% > 2 min,sao2 < 90% > 2 min,chartevents
550,224735,flow rate (variable/fixed),flow rate (variable/fixed),chartevents
551,225978,slope,slope,chartevents
552,224415,ett mark (cm),ett mark (cm),chartevents
553,225949,niv mask,niv mask,chartevents
554,227577,bipap mode,bipap mode,chartevents
555,224370,sputum color,sputum color,chartevents
556,224373,sputum amount,sputum amount,chartevents
557,224740,rsbi deferred,rsbi deferred,chartevents
558,224830,trach tube manufacturer,trach tube manufacturer,chartevents
559,223848,ventilator type,ventilator type,chartevents
560,224181,small volume neb drug #1,sv neb drug #1,chartevents
561,229244,humidifier water changed,humidifier water changed,chartevents
562,224717,sbt successfully completed,sbt successfully completed,chartevents
563,224692,flow pattern,flow pattern,chartevents
564,224716,sbt stopped,sbt stopped,chartevents
565,224864,ztrach care,ztrach care,chartevents
566,227133,small volume neb drug #2,sv neb drug #2,chartevents
567,223851,rate,rate,chartevents
568,223059,intubation - details,intubation - details,chartevents
569,227583,autoset/cpap,autoset/cpap,chartevents
570,223840,ett re-taped,ett re-taped,chartevents
571,224723,accessory muscle use,accessory muscle use,chartevents
572,228051,hand cleansing prior to procedure (bronch),hand cleansing prior to procedure (bronch),chartevents
573,228058,transbronchial biopsy (bronch),transbronchial biopsy (bronch),chartevents
574,228425,complications (mbal),complications (mbal),chartevents
575,228441,barrier precautions in place (mbal),barrier precautions in place (mbal),chartevents
576,225513,route (bronch),route (bronch),chartevents
577,225539,timeout performed by (bronch),timeout performed by (bronch),chartevents
578,225511,indications (bronch),indications (bronch),chartevents
579,229170,specrecpoe (mbal),specrecpoe (mbal),chartevents
580,228438,timeout performed by (mbal),timeout performed by (mbal),chartevents
581,228440,verification of (mbal),verification of (mbal),chartevents
582,228061,photodynamic therapy pdt (bronch),photodynamic therapy pdt (bronch),chartevents
583,229164,specrecpoe (bronch),specrecpoe (bronch),chartevents
584,229173,specrectolabbyother (mbal)old,specrectolabbyother (mbal)old,chartevents
585,228062,autofluorescence af (bronch),autofluorescence af (bronch),chartevents
586,228437,hand cleansing prior to procedure (mbal),hand cleansing prior to procedure (mbal),chartevents
587,228053,topical cetacaine used (bronch),topical cetacaine used (bronch),chartevents
588,229162,specrecbyhand (bronch),specrecbyhand (bronch),chartevents
589,229172,specrectolabby (mbal),specrectolabby (mbal),chartevents
590,225514,type (bronch),type (bronch),chartevents
591,229166,specrectolabby (bronch),specrectolabby (bronch),chartevents
592,228056,endobronchial ultrasound (ebus) (bronch),endobronchial ultrasound (ebus) (bronch),chartevents
593,228439,patient identified correctly (mbal),patient identified correctly (mbal),chartevents
594,229167,specrectolabbyother (bronch)_old_1,specrectolabbyother (bronch)_old_1,chartevents
595,225538,barrier precautions in place (bronch),barrier precautions in place (bronch),chartevents
596,228052,topical lidocaine used (bronch),topical lidocaine used (bronch),chartevents
597,228060,conscious sedation used (bronch),conscious sedation used (bronch),chartevents
598,225541,verification of (bronch),verification of (bronch),chartevents
599,228426,complications - bleeding (mbal),complications - bleeding (mbal),chartevents
600,228434,route (mbal),route (mbal),chartevents
601,229163,specreclabeled (bronch),specreclabeled (bronch),chartevents
602,225540,patient identified correctly (bronch),patient identified correctly (bronch),chartevents
603,228427,contraindications (mbal),contraindications (mbal),chartevents
604,228642,barrier precautions in place (bronch),barrier precautions in place (bronch),chartevents
605,228057,brushings (bronch),brushings (bronch),chartevents
606,229169,specreclabeled (mbal),specreclabeled (mbal),chartevents
607,230069,documented in dc summary (bronch),documented in dc summary (bronch),chartevents
608,225518,services (bronch),services (bronch),chartevents
609,225510,patient (bronch),patient (bronch),chartevents
610,225516,location (bronch),location (bronch),chartevents
611,225524,complications (bronch),complications (bronch),chartevents
612,228059,transbronchial needle aspirate (bronch),transbronchial needle aspirate (bronch),chartevents
613,228430,indications (mbal),indications (mbal),chartevents
614,228055,bronchoalveolar lavage (bal) / washing (bronch,bronchoalveolar lavage (bal) / wash (bronch),chartevents
615,229168,specrecbyhand (mbal),specrecbyhand (mbal),chartevents
616,228429,critical proc steps (mbal),critical proc steps (mbal),chartevents
617,229239,fio2 challenge result,fio2 challenge result,chartevents
618,227806,scvo2 (presep) sqi,scvo2 (presep) sqi,chartevents
619,229238,fio2 challenge,fio2 challenge,chartevents
620,227805,svo2 sqi,svo2 sqi,chartevents
621,223901,gcs - motor response,motor response,chartevents
622,223932,neuro drain #1 drainage,neuro drain #1 drainage,chartevents
623,224764,neuro drain location,neuro drain location,chartevents
624,224756,response,response,chartevents
625,227984,neuro drain #2 level,neuro drain #2 level,chartevents
626,223902,speech,speech,chartevents
627,223900,gcs - verbal response,verbal response,chartevents
628,223905,cough reflex,cough reflex,chartevents
629,224380,neuro waveform appearance,neuro waveform appearance,chartevents
630,227591,neuro drain landmark,neuro drain landmark,chartevents
631,228412,strength r arm,strength r arm,chartevents
632,223911,spontaneous movement,spontaneous movement,chartevents
633,228414,speech,speech,chartevents
634,229385,shoulder shrug,should shrug,chartevents
635,229387,cerebellar - heel -> shin,cerebellar - heel -> shin,chartevents
636,228406,motor r arm,motor r arm,chartevents
637,228413,seizure activity,seizure activity,chartevents
638,229386,cerebellar - finger -> nose,cerebellar - finger -> nose,chartevents
639,220739,gcs - eye opening,eye opening,chartevents
640,223921,neuro symptoms,neuro symptoms,chartevents
641,228395,orientation to place,orientation to place,chartevents
642,228394,orientation to person,orientation to person,chartevents
643,229381,orientation,orientation,chartevents
644,223925,seizure duration,seizure duration,chartevents
645,223916,response to stimuli (type),response to stimuli (type),chartevents
646,224730,corneal reflex right,corneal reflex right,chartevents
647,223907,pupil size right,pupil size right,chartevents
648,227986,neuro drain #2 landmark,neuro drain #2 landmark,chartevents
